1410,230000
871,200500
532,107500
1407,112000
1356,110000
1099,157000
712,189000
77,127000
263,130000
1455,175000
149,115000
469,187000
564,268000
461,155000
1277,197900
896,106500
1345,108500
695,176000
1175,285000
928,236500
1326,79000
1214,134500
586,130000
1372,274300
243,120000
1111,205000
751,162000
1392,123000
1312,302000
648,155000
1190,168000
595,319000
313,375000
933,190000
155,79000
1380,58500
1303,232000
1150,124000
999,206000
1306,202500
1391,124000
25,256300
196,311872
1088,137500
15,132000
1321,72500
883,118500
621,240000
1360,189000
1050,176485
1067,167900
497,184000
792,269790
964,214900
515,402861
1425,142000
1411,140000
1095,176432
542,213250
456,98000
633,139400
431,79900
627,153000
728,110000
1288,278000
209,145000
316,260000
513,134000
1337,52500
829,147400
319,187500
1031,197000
1417,340000
141,260000
1110,188000
753,275500
1001,86000
1239,265900
580,181900
562,108000
398,67000
668,168000
252,173000
907,250000
468,250000
914,173733
357,134000
1278,237000
1300,225000
1202,117000
1305,325000
1414,207000
508,161000
749,98000
129,150000
144,125000
960,116500
847,133500
715,165000
905,128000
1096,127000
235,89500
1061,81000
